Lat,Lon,Alt,Dist,Speed
39.984472,116.307687,272,10.819248418512439,10.819248418512439
39.984493,116.307548,279,12.070761772885566,12.070761772885566
39.984488,116.307434,282,9.728653872979288,9.728653872979288
39.984427,116.307292,281,13.870027181512476,13.870027181512476
39.984428,116.307126,282,14.143583775734534,14.143583775734534
39.984432,116.306943,288,15.597883458591847,15.597883458591847
39.984425,116.306801,284,12.123366929062868,12.123366929062868
39.984438,116.306633,286,14.386352717093422,14.386352717093422
39.984462,116.306486,284,12.805512586619516,12.805512586619516
39.984466,116.3063,285,15.853372340865809,15.853372340865809
39.984456,116.306047,287,21.584169260310347,21.584169260310347
39.984454,116.305854,295,16.44503515875998,16.44503515875998
39.984412,116.305682,297,15.380521156747701,15.380521156747701
39.98441,116.305466,301,18.404478719261096,18.404478719261096
39.984406,116.305281,309,15.7682193405029,15.7682193405029
39.984393,116.305023,314,22.029004952921873,22.029004952921873
39.984356,116.304909,305,10.548206553385,10.548206553385
39.984352,116.304704,295,17.47161528575969,17.47161528575969
39.984338,116.304543,293,13.805216996987662,13.805216996987662
39.984338,116.304315,291,19.425552196733527,19.425552196733527
39.984349,116.304083,290,19.80415776639072,19.80415776639072
39.984368,116.303934,282,12.869365707605164,12.869365707605164
39.984437,116.303813,257,12.85088981124993,12.85088981124993
39.984429,116.303672,253,12.046044104638682,12.046044104638682
39.984342,116.303444,237,21.70108358652552,21.70108358652552
39.984365,116.303298,236,12.699353754767895,12.699353754767895
39.984368,116.303132,233,14.147092764031099,14.147092764031099
39.984385,116.30292,232,18.160991340969833,18.160991340969833
39.98438,116.302754,240,14.154079588778188,14.154079588778188
39.984346,116.302601,239,13.572731892258497,13.572731892258497
39.984303,116.302457,237,13.167550434738015,13.167550434738015
39.984344,116.302271,233,16.48990680522342,16.48990680522342
39.984341,116.302094,228,15.084050973226807,15.084050973226807
39.984359,116.301888,218,17.66490968337276,17.66490968337276
39.984379,116.301693,208,16.762133268866723,16.762133268866723
39.984345,116.3015,196,16.872569589549467,16.872569589549467
39.984345,116.301309,190,16.273158287554182,16.273158287554182
39.984338,116.301107,184,17.22794913274239,17.22794913274239
39.984344,116.300877,175,19.607304954815447,19.607304954815447
39.984278,116.300674,168,18.788174082752125,18.788174082752125
39.984276,116.300462,153,18.063740695915868,18.063740695915868
39.984278,116.300307,140,13.207851692518958,13.207851692518958
39.984252,116.300156,133,13.18602232944713,13.18602232944713
39.984288,116.299943,131,18.583825452942392,18.583825452942392
39.984283,116.29981,138,11.345211842238955,11.345211842238955
39.984335,116.299744,145,8.065565592280795,8.065565592280795
39.984312,116.299703,153,4.329331618695999,4.329331618695999
39.984177,116.299699,164,15.015183159998598,15.015183159998598
39.98414,116.299697,175,4.1177395386921205,4.1177395386921205
39.984204,116.299721,180,7.404419461162789,7.404419461162789
39.984258,116.299736,184,6.13902386576161,6.13902386576161
39.984031,116.299573,198,28.809480994730585,28.809480994730585
39.98379,116.299578,212,26.801363135268286,26.801363135268286
39.983726,116.299566,213,7.189543458117591,7.189543458117591
39.983692,116.299496,209,7.061368154642332,7.061368154642332
39.983685,116.299476,207,1.873368141015528,1.873368141015528
39.983639,116.299425,209,6.711477283990826,6.711477283990826
39.983629,116.299353,207,6.234411347505548,6.234411347505548
39.983641,116.299279,215,6.44450047152674,6.44450047152674
39.983557,116.299235,215,10.06460728179643,10.06460728179643
39.983509,116.299238,213,5.343473286272239,5.343473286272239
39.983413,116.299267,211,10.956937348286656,10.956937348286656
39.983353,116.299305,209,7.415781642608959,7.415781642608959
39.983337,116.299321,205,2.2413439968969997,2.2413439968969997
39.9833,116.299314,204,4.157215962401034,4.157215962401034
39.983304,116.299307,201,0.7439966286336174,0.7439966286336174
39.983279,116.299311,199,2.8006860663938555,2.8006860663938555
39.983302,116.299302,193,2.6699659682392287,2.6699659682392287
39.983276,116.299265,189,4.277400698055512,4.277400698055512
39.983322,116.299191,188,8.118768381108463,8.118768381108463
39.983403,116.299147,185,9.755823016357953,9.755823016357953
39.983548,116.299083,188,17.020378548936286,17.020378548936286
39.983675,116.299031,194,14.800430689329497,14.800430689329497
39.983663,116.298932,199,8.53975146637234,8.53975146637234
39.983533,116.298903,202,14.664986285689578,14.664986285689578
39.98359,116.298869,204,6.968733632032693,6.968733632032693
39.983723,116.298825,203,15.25667140963134,15.25667140963134
39.983902,116.298773,204,20.391016675598237,20.391016675598237
39.984045,116.298725,206,16.418365768029606,16.418365768029606
39.984019,116.298663,209,6.021805136255889,6.021805136255889
39.984426,116.299329,959,4.509538958696579,4.509538958696579
39.984499,116.299413,983,10.821680303652204,10.821680303652204
39.984424,116.299467,990,9.524517485016435,9.524517485016435
39.98441,116.299477,940,1.7746278039507895,1.7746278039507895
39.984421,116.299569,928,7.933231026053727,7.933231026053727
39.984518,116.29953,902,11.28612918149208,11.28612918149208
39.984488,116.299645,897,10.350253540568582,10.350253540568582
39.98454,116.299523,870,11.894349996264129,11.894349996264129
39.98446,116.299528,891,8.905788522524752,8.905788522524752
39.984463,116.299508,883,1.736338105086211,1.736338105086211
39.984501,116.299473,882,5.171683368476037,5.171683368476037
39.984532,116.299451,879,3.92370274931372,3.92370274931372
39.984527,116.299451,879,0.5559746333992677,0.5559746333992677
39.984517,116.299447,879,1.163002413994454,1.163002413994454
39.984509,116.299438,880,1.174432749502134,1.174432749502134
39.984497,116.299411,878,2.659370120678072,2.659370120678072
39.984499,116.299405,879,0.5574766165211938,0.5574766165211938
39.984498,116.299407,878,0.20347037274766605,0.20347037274766605
39.984493,116.299412,878,0.700415636054704,0.700415636054704
39.984498,116.299466,874,4.634249308623455,4.634249308623455
39.984546,116.29941,864,7.159014524996734,7.159014524996734
39.984638,116.299318,857,12.887640964879663,12.887640964879663
39.98473,116.299315,850,10.233125852224324,10.233125852224324
39.984753,116.299305,840,2.6956655482797327,2.6956655482797327
39.984789,116.299297,829,4.060630291606062,4.060630291606062
39.984795,116.299391,825,8.036468412236855,8.036468412236855
39.984778,116.299504,821,9.81133501080506,9.81133501080506
39.984743,116.299617,818,10.384380626797494,10.384380626797494
39.984671,116.299625,802,8.03499615268892,8.03499615268892
39.984694,116.299536,780,8.00241925212652,8.00241925212652
39.984733,116.29952,769,4.545811564687876,4.545811564687876
39.983861,116.300177,729,23.535414784847504,23.535414784847504
39.983842,116.300329,646,13.12165918523956,13.12165918523956
39.983984,116.300308,573,15.890728178801853,15.890728178801853
39.984126,116.300188,486,18.810755138337846,18.810755138337846
39.984246,116.300058,411,17.34138998824713,17.34138998824713
39.984373,116.300019,357,14.507409772401802,14.507409772401802
39.984533,116.300043,315,17.90830958529444,17.90830958529444
39.984723,116.300058,261,21.165654133480157,21.165654133480157
39.984789,116.300151,234,10.800060255378861,10.800060255378861
39.984837,116.300216,206,7.691309432494913,7.691309432494913
39.984859,116.300332,195,10.181356985893858,10.181356985893858
39.984888,116.300514,186,15.837988333359913,15.837988333359913
39.984896,116.300689,176,14.936355529924613,14.936355529924613
39.984905,116.300885,167,16.72898160382334,16.72898160382334
39.984911,116.301049,162,13.988568062250533,13.988568062250533
39.984925,116.301221,164,14.736693703013266,14.736693703013266
39.98493,116.301391,163,14.494506236647789,14.494506236647789
39.984938,116.301568,166,15.106445414441255,15.106445414441255
39.984948,116.301741,169,14.781316665230387,14.781316665230387
39.984945,116.301915,177,14.828384177085937,14.828384177085937
39.984953,116.302055,179,11.960988876845818,11.960988876845818
39.984953,116.302264,182,17.806595888503136,17.806595888503136
39.98496,116.302488,183,19.100446462150472,19.100446462150472
39.984973,116.302679,182,16.33708760285436,16.33708760285436
39.984983,116.30286,181,15.46105477315319,15.46105477315319
39.985009,116.303037,180,15.354844156370351,15.354844156370351
39.985043,116.303258,179,19.204765854604986,19.204765854604986
39.98503,116.303496,170,20.328802203636887,20.328802203636887
39.985039,116.303685,176,16.133663998420133,16.133663998420133
39.985028,116.303884,175,16.998648687083335,16.998648687083335
39.984993,116.304067,174,16.069794342650088,16.069794342650088
39.985027,116.304163,177,9.01059441344177,9.01059441344177
39.985038,116.30426,175,8.354320100225554,8.354320100225554
39.985042,116.304459,171,16.960417145749982,16.960417145749982
39.985029,116.304647,175,16.08249287669307,16.08249287669307
39.985023,116.304811,176,13.988543955030313,13.988543955030313
39.985031,116.304927,175,9.923029141688978,9.923029141688978
39.985082,116.305192,177,23.27901260522512,23.27901260522512
39.985105,116.305348,176,13.534841775845548,13.534841775845548
39.985132,116.305499,175,13.21069104982334,13.21069104982334
39.985169,116.305649,183,13.425738495441257,13.425738495441257
39.985135,116.305834,178,16.208844670732443,16.208844670732443
39.985146,116.305984,175,12.838217980496593,12.838217980496593
39.985131,116.306178,174,16.612508928590437,16.612508928590437
39.985127,116.306363,168,15.768053065754744,15.768053065754744
39.985135,116.306531,169,14.341014486247811,14.341014486247811
39.985157,116.306711,166,15.529665233855138,15.529665233855138
39.98517,116.306893,172,15.57340732386129,15.57340732386129
39.985154,116.307092,178,17.0476437642028,17.0476437642028
39.985184,116.307341,176,21.475159043199998,21.475159043199998
39.98521,116.30751,168,14.685962084346391,14.685962084346391
39.985231,116.307633,170,10.736447269539934,10.736447269539934
39.98526,116.307735,175,9.269253490336126,9.269253490336126
39.98524,116.307933,174,17.01529108037757,17.01529108037757
39.985225,116.308133,174,17.12117220963556,17.12117220963556
39.985256,116.308313,176,15.718385041994427,15.718385041994427
39.985218,116.308579,174,23.053387071592052,23.053387071592052
39.985201,116.308774,174,16.72094140994198,16.72094140994198
39.985203,116.30898,173,17.552343757915516,17.552343757915516
39.985221,116.309152,176,14.790230726312801,14.790230726312801
39.985194,116.30931,177,13.792126499294813,13.792126499294813
39.985161,116.309494,177,16.100296409612472,16.100296409612472
39.98519,116.309701,179,17.928520143247137,17.928520143247137
39.985202,116.309888,178,15.987939380063354,15.987939380063354
39.985282,116.30998,172,11.856229636092886,11.856229636092886
39.985443,116.30998,173,17.902383189609772,17.902383189609772
39.985579,116.309969,163,15.151521995771539,15.151521995771539
39.985721,116.309961,159,15.80438356180692,15.80438356180692
39.98584,116.309941,154,13.341457838643077,13.341457838643077
39.98595,116.309978,153,12.63112408341987,12.63112408341987
39.986051,116.310034,152,12.202109378460728,12.202109378460728
39.986174,116.310025,157,13.698453221849359,13.698453221849359
39.986305,116.309956,162,15.708028165941949,15.708028165941949
39.986461,116.309885,151,18.370855715405128,18.370855715405128
39.986611,116.309862,146,16.79395068780012,16.79395068780012
39.986697,116.309893,139,9.920780189219313,9.920780189219313
39.986793,116.309956,129,11.94815695379105,11.94815695379105
39.986929,116.309974,127,15.200067536256602,15.200067536256602
39.987073,116.309987,127,16.050328461873267,16.050328461873267
39.987211,116.310004,128,15.413099372497982,15.413099372497982
39.987325,116.31007,133,13.867375578435762,13.867375578435762
39.987458,116.310084,137,14.836945356736194,14.836945356736194
39.987591,116.310088,145,14.792851081366685,14.792851081366685
39.987747,116.310049,153,17.661759783931462,17.661759783931462
39.987884,116.310027,159,15.348575403815323,15.348575403815323
39.988008,116.310059,176,14.055109111660043,14.055109111660043
39.988111,116.310052,169,11.468593436561246,11.468593436561246
39.988293,116.309902,150,23.934589664350742,23.934589664350742
39.988397,116.309931,150,11.8252484948643,11.8252484948643
39.988553,116.309866,138,18.20888433181997,18.20888433181997
39.988679,116.309824,132,14.460259078863155,14.460259078863155
39.988772,116.309784,123,10.888151683111829,10.888151683111829
39.988901,116.309793,119,14.364623667550983,14.364623667550983
39.989029,116.309833,123,14.635221786330398,14.635221786330398
39.989173,116.309866,139,16.257008367830952,16.257008367830952
39.989287,116.309905,141,13.104425180893823,13.104425180893823
39.989392,116.309949,150,12.262459429853337,12.262459429853337
39.989519,116.310031,167,15.755196479238498,15.755196479238498
39.989628,116.310049,178,12.216871300328883,12.216871300328883
39.989762,116.310024,184,15.051569594769079,15.051569594769079
39.989838,116.310098,199,10.543254521924409,10.543254521924409
39.989981,116.310115,181,15.966694093144445,15.966694093144445
39.990089,116.310169,196,12.860056690064006,12.860056690064006
39.990219,116.310215,208,14.977126085658027,14.977126085658027
39.990325,116.310258,215,12.342810608172885,12.342810608172885
39.990406,116.310277,223,9.151081208939784,9.151081208939784
39.99056,116.31019,235,18.659194410884155,18.659194410884155
39.99065,116.310134,232,11.086522713517546,11.086522713517546
39.990693,116.310114,230,5.075891617084968,5.075891617084968
39.990696,116.310111,232,0.4202352751940383,0.4202352751940383
39.990698,116.310105,232,0.5574340812082109,0.5574340812082109
39.990698,116.310103,231,0.1703837165600194,0.1703837165600194
39.990696,116.310101,231,0.28015684654576845,0.28015684654576845
39.990695,116.310095,230,0.5231059451312018,0.5231059451312018
39.990692,116.310092,230,0.4202352782059113,0.4202352782059113
39.99069,116.31009,230,0.2801568556481255,0.2801568556481255
39.990689,116.310088,230,0.2034574406495335,0.2034574406495335
39.990689,116.310087,230,0.08519186950505915,0.08519186950505915
39.990696,116.31009,230,0.8192497536504655,0.8192497536504655
39.990743,116.310066,211,5.611877575853878,5.611877575853878
39.990793,116.310109,190,6.658089193105797,6.658089193105797
39.990837,116.310205,178,9.530141977633358,9.530141977633358
39.990873,116.310318,161,10.425770473728834,10.425770473728834
39.990887,116.310479,145,13.803913199212248,13.803913199212248
39.990874,116.310657,134,15.232852975022967,15.232852975022967
39.990906,116.310827,121,14.913284031823983,14.913284031823983
39.990921,116.310971,108,12.380456696266814,12.380456696266814
39.990933,116.311149,99,15.222693220181313,15.222693220181313
39.990969,116.311312,90,14.451688328066343,14.451688328066343
39.990994,116.311507,82,16.84332657018871,16.84332657018871
39.991014,116.311693,73,16.00091340111788,16.00091340111788
39.99101,116.311915,75,18.91773503081429,18.91773503081429
39.991033,116.312107,74,16.555491468050015,16.555491468050015
39.991055,116.312282,78,15.107868501852998,15.107868501852998
39.991058,116.312473,82,16.274978637593286,16.274978637593286
39.991032,116.312666,86,16.69418567619606,16.69418567619606
39.991024,116.312853,86,15.95561728168275,15.95561728168275
39.991022,116.313047,84,16.528638084963028,16.528638084963028
39.991018,116.313244,91,16.788609802837623,16.788609802837623
39.991016,116.313469,99,19.169368691939194,19.169368691939194
39.991035,116.313681,103,18.183738173887573,18.183738173887573
39.991063,116.31384,100,13.898649356335397,13.898649356335397
39.991072,116.31403,98,16.217272860922858,16.217272860922858
39.991068,116.314209,109,15.255744752386223,15.255744752386223
39.991095,116.314385,111,15.291308331620948,15.291308331620948
39.991113,116.314596,112,18.08646328168437,18.08646328168437
39.991128,116.314797,109,17.204498588308557,17.204498588308557
39.991127,116.315003,116,17.549764766854977,17.549764766854977
39.991148,116.315193,120,16.353915562211863,16.353915562211863
39.991176,116.315342,112,13.069758226124788,13.069758226124788
39.991215,116.315529,106,16.510459722128058,16.510459722128058
39.991209,116.315643,106,9.734688020953962,9.734688020953962
39.991191,116.31579,104,12.682048342241364,12.682048342241364
39.991188,116.315958,107,14.316016281571867,14.316016281571867
39.991189,116.316172,102,18.231265898999247,18.231265898999247
39.991186,116.316381,96,17.80809548989584,17.80809548989584
39.991194,116.316575,92,16.55102413718285,16.55102413718285
39.991208,116.316756,87,15.497995518487174,15.497995518487174
39.99122,116.316999,88,20.744423910607583,20.744423910607583
39.991197,116.317235,91,20.267138586566148,20.267138586566148
39.991183,116.317452,94,18.551929611483857,18.551929611483857
39.991164,116.317661,92,17.929880998302057,17.929880998302057
39.991187,116.317874,90,18.325080217828337,18.325080217828337
39.991179,116.318083,90,17.82717991855802,17.82717991855802
39.991132,116.318231,95,13.648525961751547,13.648525961751547
39.991169,116.31848,97,21.60792699713888,21.60792699713888
39.991183,116.318691,90,18.04263952388574,18.04263952388574
39.991204,116.318904,94,18.295363675505293,18.295363675505293
39.991201,116.319098,88,16.530464690122187,16.530464690122187
39.991194,116.319315,86,18.502877166438154,18.502877166438154
39.991187,116.31949,87,14.928772945051518,14.928772945051518
39.991206,116.319683,87,16.577088947404217,16.577088947404217
39.991239,116.319866,81,16.016008736712998,16.016008736712998
39.991258,116.320062,73,16.830597451462005,16.830597451462005
39.991282,116.320255,71,16.657059260869108,16.657059260869108
39.991288,116.320445,66,16.200057915266008,16.200057915266008
39.991308,116.320622,59,15.241939942172117,15.241939942172117
39.991325,116.320803,51,15.535023076093786,15.535023076093786
39.991352,116.321002,50,17.216808641137042,17.216808641137042
39.991382,116.321179,47,15.443394371579158,15.443394371579158
39.991388,116.321384,53,17.476894370429925,17.476894370429925
39.991389,116.321583,53,16.953373119428228,16.953373119428228
39.991368,116.321736,52,13.241739672745815,13.241739672745815
39.99141,116.321874,51,12.650003494607459,12.650003494607459
39.991412,116.322004,55,11.07705864188839,11.07705864188839
39.991406,116.322176,67,14.668027963404324,14.668027963404324
39.991403,116.322296,70,10.228358445211919,10.228358445211919
39.991401,116.322436,70,11.928810458649194,11.928810458649194
39.991477,116.322668,66,21.495201573493652,21.495201573493652
39.991591,116.322784,74,16.073057578150173,16.073057578150173
39.991716,116.322778,80,13.908761219896046,13.908761219896046
39.991863,116.322774,83,16.349205807207472,16.349205807207472
39.992007,116.322784,90,16.034715670500358,16.034715670500358
39.992201,116.322812,98,21.703294705788878,21.703294705788878
39.992365,116.3228,117,18.264599127208676,18.264599127208676
39.992456,116.322797,139,10.121965267539306,10.121965267539306
39.9926,116.32281,153,16.050322279170718,16.050322279170718
39.992777,116.322891,148,20.85608318933044,20.85608318933044
39.992883,116.322891,150,11.786662224588088,11.786662224588088
39.993001,116.322713,153,20.052357392553027,20.052357392553027
39.993077,116.322617,159,11.760025825589182,11.760025825589182
39.993222,116.322651,157,16.381358249336685,16.381358249336685
39.993429,116.32276,161,24.81974880863513,24.81974880863513
39.993535,116.322744,170,11.865210240274793,11.865210240274793
39.99364,116.322658,179,13.783671314148187,13.783671314148187
39.993796,116.322579,186,18.60615208272743,18.60615208272743
39.994055,116.322804,168,34.594715524183734,34.594715524183734
39.994175,116.322829,160,13.512278407438064,13.512278407438064
39.994276,116.322786,153,11.812974124000718,11.812974124000718
39.994471,116.322763,156,21.77135360823435,21.77135360823435
39.994648,116.322723,148,19.97429480725133,19.97429480725133
39.99481,116.322641,145,19.320551071636867,19.320551071636867
39.994946,116.322625,147,15.183808517980083,15.183808517980083
39.995093,116.32262,145,16.351202711954674,16.351202711954674
39.995235,116.322606,145,15.834654883747474,15.834654883747474
39.995392,116.322607,143,17.457811319133306,17.457811319133306
39.995567,116.322533,149,20.454691109143234,20.454691109143234
39.995718,116.32252,147,16.826914068104248,16.826914068104248
39.995852,116.322517,146,14.902311573902287,14.902311573902287
39.995993,116.322556,154,16.026605450429408,16.026605450429408
39.99611,116.322544,152,13.04990426020819,13.04990426020819
39.996234,116.322552,151,13.805001709580184,13.805001709580184
39.996392,116.322481,157,18.580702083884425,18.580702083884425
39.996534,116.322464,166,15.855948061321207,15.855948061321207
39.996632,116.322425,166,11.39227094629642,11.39227094629642
39.996645,116.322412,169,1.820960912602349,1.820960912602349
39.996725,116.322348,167,10.433299059360758,10.433299059360758
39.996881,116.322337,163,17.371698501486012,17.371698501486012
39.997081,116.322428,163,23.551263958441996,23.551263958441996
39.997277,116.322428,162,21.79420562182447,21.79420562182447
39.997592,116.322314,170,36.34763651018978,36.34763651018978
39.99775,116.322301,170,17.60366355264766,17.60366355264766
39.997865,116.322317,168,12.859844271760148,12.859844271760148
39.997988,116.32231,164,13.689967918262068,13.689967918262068
39.998151,116.322261,161,18.59917366130711,18.59917366130711
39.998307,116.322268,156,17.356653950646777,17.356653950646777
39.998452,116.322236,162,16.352058542278908,16.352058542278908
39.998603,116.322225,163,16.81655868477061,16.81655868477061
39.998753,116.322225,168,16.679238996447417,16.679238996447417
39.998895,116.322254,171,15.9817463063335,15.9817463063335
39.999078,116.322196,167,20.939848456375312,20.939848456375312
39.999218,116.322176,166,15.660231555164854,15.660231555164854
39.999364,116.322161,159,16.284662398651154,16.284662398651154
39.999484,116.322148,148,13.389261315544,13.389261315544
39.999607,116.322178,142,13.913657576479702,13.913657576479702
39.999602,116.322324,142,12.448810709109766,12.448810709109766
39.999603,116.322434,143,9.37054243528994,9.37054243528994
39.999586,116.322587,145,13.169032682627716,13.169032682627716
39.999573,116.32276,149,14.807004048969914,14.807004048969914
39.999572,116.322932,153,14.651517651212032,14.651517651212032
39.999565,116.323134,159,17.224116660139032,17.224116660139032
39.999569,116.32328,162,12.444347276733948,12.444347276733948
39.999575,116.323448,164,14.325916395171575,14.325916395171575
39.999568,116.323605,170,13.396016292917762,13.396016292917762
39.999558,116.323605,171,1.111949266008448,1.111949266008448
39.999581,116.323732,170,11.116159139064802,11.116159139064802
39.999653,116.324069,162,29.80143785501308,29.80143785501308
39.999678,116.324258,161,16.337387640569922,16.337387640569922
39.999646,116.324405,164,13.017315740692396,13.017315740692396
39.999676,116.324452,165,5.211125393493974,5.211125393493974
39.999678,116.324453,166,0.2381448964708107,0.2381448964708107
39.999682,116.324455,167,0.4762897886606759,0.4762897886606759
39.999676,116.324456,167,0.6725852850090236,0.6725852850090236
39.999641,116.32451,171,6.025283774770895,6.025283774770895
39.999662,116.324481,176,3.399227446087118,3.399227446087118
39.999651,116.324477,178,1.269714023226379,1.269714023226379
39.999664,116.324493,177,1.9867159733041313,1.9867159733041313
39.999684,116.324511,178,2.7012193801626645,2.7012193801626645
39.999678,116.324511,178,0.6671695597630861,0.6671695597630861
39.999667,116.324512,179,1.2261066278200923,1.2261066278200923
39.999655,116.324513,179,1.3370552105159732,1.3370552105159732
39.999703,116.324496,179,5.530305981469609,5.530305981469609
39.99956,116.324498,179,15.901787106648428,15.901787106648428
39.999506,116.324545,179,7.21680957024317,7.21680957024317
39.999516,116.324531,179,1.6305103584812228,1.6305103584812228
39.999567,116.324478,179,7.248520002058274,7.248520002058274
39.999573,116.3246,179,10.413450738329871,10.413450738329871
39.999538,116.324639,178,5.116865119548994,5.116865119548994
39.999598,116.324684,177,7.694442921809642,7.694442921809642
39.999666,116.324722,177,8.224955097440565,8.224955097440565
39.999729,116.324801,176,9.713754579700252,9.713754579700252
39.999769,116.324886,175,8.497384475227033,8.497384475227033
40.004783,116.320388,109,19.610273996842697,19.610273996842697
40.004799,116.320545,99,13.490193582104483,13.490193582104483
40.004835,116.320683,94,12.416994205937504,12.416994205937504
40.004851,116.320835,95,13.068152941987725,13.068152941987725
40.004868,116.32101,94,15.024870518183002,15.024870518183002
40.004849,116.321153,102,12.361784647214552,12.361784647214552
40.004879,116.321277,110,11.075886406196748,11.075886406196748
40.004962,116.321318,118,9.867764529328875,9.867764529328875
40.005088,116.32128,128,14.37955029650957,14.37955029650957
40.00525,116.32126,142,18.093944498408458,18.093944498408458
40.005455,116.321389,145,25.30480139440557,25.30480139440557
40.005621,116.321455,146,19.295376937880057,19.295376937880057
40.005738,116.321491,148,13.366258068578954,13.366258068578954
40.005883,116.321518,147,16.286440411418642,16.286440411418642
40.006051,116.321521,151,18.682495107045856,18.682495107045856
40.006178,116.321463,151,14.960872503844886,14.960872503844886
40.00633,116.321461,153,16.902487248010395,16.902487248010395
40.006482,116.321474,149,16.937858097654498,16.937858097654498
40.006631,116.321459,143,16.61722894703325,16.61722894703325
40.006813,116.321447,137,20.263269054194172,20.263269054194172
40.006974,116.321454,143,17.91230806463388,17.91230806463388
40.007122,116.321396,152,17.18228561114495,17.18228561114495
40.007235,116.321356,165,13.01869950490197,13.01869950490197
40.00741,116.321395,174,19.7405816097598,19.7405816097598
40.007571,116.321412,180,17.960839461316006,17.960839461316006
40.007715,116.321414,179,16.01297548402495,16.01297548402495
40.007862,116.321426,182,16.37757585159546,16.37757585159546
40.008034,116.321437,186,19.148460253321314,19.148460253321314
40.00817,116.321441,189,15.126346970521551,15.126346970521551
40.008337,116.321425,196,18.619486923925493,18.619486923925493
40.008515,116.321421,173,19.79562867034166,19.79562867034166
40.008668,116.321446,148,17.145548376183804,17.145548376183804
40.008782,116.321443,152,12.678796448680037,12.678796448680037
40.008843,116.321385,156,8.39103077242366,8.39103077242366
40.008884,116.321402,165,4.783383106790762,4.783383106790762
40.00895,116.321449,150,8.359577964184295,8.359577964184295
40.009006,116.321502,141,7.690924233071597,7.690924233071597
